FLUKE 289,  V1.16,  32940021

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,0.00742,A AC,24/10/2022 13:19:21.5,0:00:00.3,24/10/2022 13:19:21.7,0.007436,A AC,0.00742833333333333,A AC,24/10/2022 13:19:21.5,0.00742,A AC,Interval,24/10/2022 13:19:21.8
2,0.007446,A AC,24/10/2022 13:19:21.8,0:00:00.9,24/10/2022 13:19:22.6,0.007505,A AC,0.00748677777777778,A AC,24/10/2022 13:19:21.8,0.007446,A AC,Interval,24/10/2022 13:19:22.7
3,0.007505,A AC,24/10/2022 13:19:22.7,0:00:01.0,24/10/2022 13:19:23.5,0.007616,A AC,0.0075651,A AC,24/10/2022 13:19:22.7,0.007505,A AC,Interval,24/10/2022 13:19:23.7
4,0.007591,A AC,24/10/2022 13:19:23.7,0:00:01.0,24/10/2022 13:19:23.7,0.007591,A AC,0.00752,A AC,24/10/2022 13:19:24.6,0.007459,A AC,Interval,24/10/2022 13:19:24.7
5,0.00745,A AC,24/10/2022 13:19:24.7,0:00:01.0,24/10/2022 13:19:24.7,0.00745,A AC,0.0074352,A AC,24/10/2022 13:19:25.3,0.007411,A AC,Interval,24/10/2022 13:19:25.7
6,0.007458,A AC,24/10/2022 13:19:25.7,0:00:01.0,24/10/2022 13:19:26.6,0.007509,A AC,0.0074921,A AC,24/10/2022 13:19:25.7,0.007458,A AC,Interval,24/10/2022 13:19:26.8
7,0.007525,A AC,24/10/2022 13:19:26.8,0:00:01.0,24/10/2022 13:19:27.3,0.007576,A AC,0.0075465,A AC,24/10/2022 13:19:27.7,0.007521,A AC,Interval,24/10/2022 13:19:27.8
8,0.007501,A AC,24/10/2022 13:19:27.8,0:00:01.0,24/10/2022 13:19:27.8,0.007501,A AC,0.0074365,A AC,24/10/2022 13:19:28.7,0.00739,A AC,Interval,24/10/2022 13:19:28.8
9,0.00738,A AC,24/10/2022 13:19:28.8,0:00:01.0,24/10/2022 13:19:29.7,0.007464,A AC,0.0074177,A AC,24/10/2022 13:19:28.9,0.007378,A AC,Interval,24/10/2022 13:19:29.8
10,0.007477,A AC,24/10/2022 13:19:29.8,0:00:01.0,24/10/2022 13:19:30.7,0.007548,A AC,0.0075079,A AC,24/10/2022 13:19:29.8,0.007477,A AC,Interval,24/10/2022 13:19:30.8
11,0.007548,A AC,24/10/2022 13:19:30.8,0:00:01.0,24/10/2022 13:19:31.0,0.007573,A AC,0.0075449,A AC,24/10/2022 13:19:31.7,0.007488,A AC,Interval,24/10/2022 13:19:31.8
12,0.007477,A AC,24/10/2022 13:19:31.8,0:00:01.0,24/10/2022 13:19:31.8,0.007477,A AC,0.0074232,A AC,24/10/2022 13:19:32.6,0.007389,A AC,Interval,24/10/2022 13:19:32.8
13,0.007397,A AC,24/10/2022 13:19:32.8,0:00:01.0,24/10/2022 13:19:33.7,0.007562,A AC,0.0074717,A AC,24/10/2022 13:19:32.8,0.007397,A AC,Interval,24/10/2022 13:19:33.8
14,0.007567,A AC,24/10/2022 13:19:33.8,0:00:01.0,24/10/2022 13:19:34.7,0.007659,A AC,0.0076061,A AC,24/10/2022 13:19:33.8,0.007567,A AC,Interval,24/10/2022 13:19:34.8
15,0.007662,A AC,24/10/2022 13:19:34.8,0:00:01.0,24/10/2022 13:19:35.0,0.007668,A AC,0.0076258,A AC,24/10/2022 13:19:35.7,0.007559,A AC,Interval,24/10/2022 13:19:35.8
16,0.007548,A AC,24/10/2022 13:19:35.8,0:00:01.0,24/10/2022 13:19:35.8,0.007548,A AC,0.0074757,A AC,24/10/2022 13:19:36.4,0.007435,A AC,Interval,24/10/2022 13:19:36.8
17,0.007465,A AC,24/10/2022 13:19:36.8,0:00:01.0,24/10/2022 13:19:37.7,0.007564,A AC,0.0075158,A AC,24/10/2022 13:19:36.8,0.007465,A AC,Interval,24/10/2022 13:19:37.8
18,0.007566,A AC,24/10/2022 13:19:37.8,0:00:01.0,24/10/2022 13:19:38.5,0.007612,A AC,0.0075902,A AC,24/10/2022 13:19:37.8,0.007566,A AC,Interval,24/10/2022 13:19:38.8
19,0.007595,A AC,24/10/2022 13:19:38.8,0:00:01.0,24/10/2022 13:19:38.8,0.007595,A AC,0.0075177,A AC,24/10/2022 13:19:39.7,0.007439,A AC,Interval,24/10/2022 13:19:39.8
20,0.007423,A AC,24/10/2022 13:19:39.8,0:00:00.9,24/10/2022 13:19:39.8,0.007423,A AC,0.00740422222222222,A AC,24/10/2022 13:19:40.4,0.007393,A AC,Interval,24/10/2022 13:19:40.7
21,0.007421,A AC,24/10/2022 13:19:40.7,0:00:01.0,24/10/2022 13:19:41.5,0.00752,A AC,0.0074788,A AC,24/10/2022 13:19:40.7,0.007421,A AC,Interval,24/10/2022 13:19:41.7
22,0.007528,A AC,24/10/2022 13:19:41.7,0:00:01.0,24/10/2022 13:19:42.4,0.007584,A AC,0.0075586,A AC,24/10/2022 13:19:41.7,0.007528,A AC,Interval,24/10/2022 13:19:42.7
23,0.00756,A AC,24/10/2022 13:19:42.7,0:00:01.0,24/10/2022 13:19:42.7,0.00756,A AC,0.0074988,A AC,24/10/2022 13:19:43.7,0.007458,A AC,Interval,24/10/2022 13:19:43.8
24,0.00745,A AC,24/10/2022 13:19:43.8,0:00:01.0,24/10/2022 13:19:44.7,0.007472,A AC,0.0074371,A AC,24/10/2022 13:19:44.1,0.007415,A AC,Interval,24/10/2022 13:19:44.8
25,0.007487,A AC,24/10/2022 13:19:44.8,0:00:01.0,24/10/2022 13:19:45.4,0.007543,A AC,0.0075212,A AC,24/10/2022 13:19:44.8,0.007487,A AC,Interval,24/10/2022 13:19:45.8
