FLUKE 289,  V1.16,  32940021

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,0.007495,A AC,24/10/2022 11:15:12.7,0:00:00.2,24/10/2022 11:15:12.7,0.007495,A AC,0.0074945,A AC,24/10/2022 11:15:12.8,0.007494,A AC,Interval,24/10/2022 11:15:12.9
2,0.007495,A AC,24/10/2022 11:15:12.9,0:00:01.0,24/10/2022 11:15:13.8,0.007582,A AC,0.0075417,A AC,24/10/2022 11:15:12.9,0.007495,A AC,Interval,24/10/2022 11:15:13.9
3,0.007579,A AC,24/10/2022 11:15:13.9,0:00:01.0,24/10/2022 11:15:14.8,0.007642,A AC,0.0076034,A AC,24/10/2022 11:15:13.9,0.007579,A AC,Interval,24/10/2022 11:15:14.9
4,0.007632,A AC,24/10/2022 11:15:14.9,0:00:01.0,24/10/2022 11:15:14.9,0.007632,A AC,0.0075563,A AC,24/10/2022 11:15:15.9,0.007476,A AC,Interval,24/10/2022 11:15:16.0
5,0.007471,A AC,24/10/2022 11:15:16.0,0:00:01.0,24/10/2022 11:15:16.0,0.007471,A AC,0.0074479,A AC,24/10/2022 11:15:16.5,0.007427,A AC,Interval,24/10/2022 11:15:17.0
6,0.007476,A AC,24/10/2022 11:15:17.0,0:00:01.0,24/10/2022 11:15:17.9,0.007554,A AC,0.007526,A AC,24/10/2022 11:15:17.0,0.007476,A AC,Interval,24/10/2022 11:15:18.0
7,0.00756,A AC,24/10/2022 11:15:18.0,0:00:01.0,24/10/2022 11:15:18.6,0.007665,A AC,0.007622,A AC,24/10/2022 11:15:18.0,0.00756,A AC,Interval,24/10/2022 11:15:19.0
8,0.007621,A AC,24/10/2022 11:15:19.0,0:00:01.0,24/10/2022 11:15:19.0,0.007621,A AC,0.0075448,A AC,24/10/2022 11:15:19.8,0.007491,A AC,Interval,24/10/2022 11:15:20.0
9,0.007482,A AC,24/10/2022 11:15:20.0,0:00:00.9,24/10/2022 11:15:20.0,0.007482,A AC,0.00746411111111111,A AC,24/10/2022 11:15:20.6,0.007453,A AC,Interval,24/10/2022 11:15:20.9
10,0.007484,A AC,24/10/2022 11:15:20.9,0:00:01.0,24/10/2022 11:15:21.8,0.007546,A AC,0.0075226,A AC,24/10/2022 11:15:20.9,0.007484,A AC,Interval,24/10/2022 11:15:21.9
11,0.007557,A AC,24/10/2022 11:15:21.9,0:00:01.0,24/10/2022 11:15:22.4,0.007612,A AC,0.0075897,A AC,24/10/2022 11:15:21.9,0.007557,A AC,Interval,24/10/2022 11:15:22.9
12,0.00756,A AC,24/10/2022 11:15:22.9,0:00:01.0,24/10/2022 11:15:22.9,0.00756,A AC,0.0074954,A AC,24/10/2022 11:15:23.8,0.007451,A AC,Interval,24/10/2022 11:15:23.9
13,0.00745,A AC,24/10/2022 11:15:23.9,0:00:01.0,24/10/2022 11:15:24.8,0.007528,A AC,0.0074721,A AC,24/10/2022 11:15:24.0,0.007423,A AC,Interval,24/10/2022 11:15:24.9
14,0.00754,A AC,24/10/2022 11:15:24.9,0:00:01.0,24/10/2022 11:15:25.8,0.007586,A AC,0.0075608,A AC,24/10/2022 11:15:24.9,0.00754,A AC,Interval,24/10/2022 11:15:25.9
15,0.007601,A AC,24/10/2022 11:15:25.9,0:00:01.0,24/10/2022 11:15:26.1,0.007611,A AC,0.0075834,A AC,24/10/2022 11:15:26.8,0.007521,A AC,Interval,24/10/2022 11:15:26.9
16,0.00751,A AC,24/10/2022 11:15:26.9,0:00:01.0,24/10/2022 11:15:26.9,0.00751,A AC,0.0074648,A AC,24/10/2022 11:15:27.7,0.007441,A AC,Interval,24/10/2022 11:15:27.9
17,0.007443,A AC,24/10/2022 11:15:27.9,0:00:01.0,24/10/2022 11:15:28.8,0.007559,A AC,0.0075057,A AC,24/10/2022 11:15:27.9,0.007443,A AC,Interval,24/10/2022 11:15:28.9
18,0.007566,A AC,24/10/2022 11:15:28.9,0:00:01.0,24/10/2022 11:15:29.8,0.007639,A AC,0.0075937,A AC,24/10/2022 11:15:29.0,0.007565,A AC,Interval,24/10/2022 11:15:29.9
