FLUKE 289,  V1.16,  32940021

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,0.007667,A AC,24/10/2022 12:46:59.1,0:00:00.2,24/10/2022 12:46:59.1,0.007667,A AC,0.00766,A AC,24/10/2022 12:46:59.2,0.007653,A AC,Interval,24/10/2022 12:46:59.3
2,0.007634,A AC,24/10/2022 12:46:59.3,0:00:01.0,24/10/2022 12:46:59.3,0.007634,A AC,0.0075767,A AC,24/10/2022 12:47:00.2,0.007511,A AC,Interval,24/10/2022 12:47:00.3
3,0.007505,A AC,24/10/2022 12:47:00.3,0:00:01.0,24/10/2022 12:47:01.2,0.007522,A AC,0.0074945,A AC,24/10/2022 12:47:00.5,0.00748,A AC,Interval,24/10/2022 12:47:01.3
4,0.007532,A AC,24/10/2022 12:47:01.3,0:00:01.0,24/10/2022 12:47:02.2,0.007629,A AC,0.0075805,A AC,24/10/2022 12:47:01.3,0.007532,A AC,Interval,24/10/2022 12:47:02.3
5,0.007638,A AC,24/10/2022 12:47:02.3,0:00:01.0,24/10/2022 12:47:02.6,0.007675,A AC,0.0076515,A AC,24/10/2022 12:47:03.3,0.007607,A AC,Interval,24/10/2022 12:47:03.4
6,0.007588,A AC,24/10/2022 12:47:03.4,0:00:01.0,24/10/2022 12:47:03.4,0.007588,A AC,0.0075375,A AC,24/10/2022 12:47:04.3,0.007494,A AC,Interval,24/10/2022 12:47:04.4
7,0.007494,A AC,24/10/2022 12:47:04.4,0:00:01.0,24/10/2022 12:47:05.3,0.007582,A AC,0.0075283,A AC,24/10/2022 12:47:04.4,0.007494,A AC,Interval,24/10/2022 12:47:05.4
8,0.007587,A AC,24/10/2022 12:47:05.4,0:00:00.9,24/10/2022 12:47:06.2,0.007641,A AC,0.00761044444444444,A AC,24/10/2022 12:47:05.4,0.007587,A AC,Interval,24/10/2022 12:47:06.3
9,0.007649,A AC,24/10/2022 12:47:06.3,0:00:01.0,24/10/2022 12:47:06.5,0.007667,A AC,0.007632,A AC,24/10/2022 12:47:07.2,0.007566,A AC,Interval,24/10/2022 12:47:07.3
10,0.007554,A AC,24/10/2022 12:47:07.3,0:00:01.0,24/10/2022 12:47:07.3,0.007554,A AC,0.007505,A AC,24/10/2022 12:47:08.2,0.00745,A AC,Interval,24/10/2022 12:47:08.3
11,0.007452,A AC,24/10/2022 12:47:08.3,0:00:01.0,24/10/2022 12:47:09.2,0.007554,A AC,0.0075069,A AC,24/10/2022 12:47:08.3,0.007452,A AC,Interval,24/10/2022 12:47:09.3
12,0.007558,A AC,24/10/2022 12:47:09.3,0:00:01.0,24/10/2022 12:47:10.2,0.007627,A AC,0.0075861,A AC,24/10/2022 12:47:09.5,0.007554,A AC,Interval,24/10/2022 12:47:10.3
13,0.007624,A AC,24/10/2022 12:47:10.3,0:00:01.0,24/10/2022 12:47:10.3,0.007624,A AC,0.0075606,A AC,24/10/2022 12:47:11.2,0.007495,A AC,Interval,24/10/2022 12:47:11.3
14,0.007483,A AC,24/10/2022 12:47:11.3,0:00:01.0,24/10/2022 12:47:11.3,0.007483,A AC,0.0074602,A AC,24/10/2022 12:47:11.8,0.007439,A AC,Interval,24/10/2022 12:47:12.3
15,0.007503,A AC,24/10/2022 12:47:12.3,0:00:01.0,24/10/2022 12:47:13.2,0.007587,A AC,0.0075504,A AC,24/10/2022 12:47:12.3,0.007503,A AC,Interval,24/10/2022 12:47:13.3
16,0.007589,A AC,24/10/2022 12:47:13.3,0:00:01.0,24/10/2022 12:47:14.0,0.007656,A AC,0.0076247,A AC,24/10/2022 12:47:13.3,0.007589,A AC,Interval,24/10/2022 12:47:14.3
17,0.007631,A AC,24/10/2022 12:47:14.3,0:00:01.0,24/10/2022 12:47:14.3,0.007631,A AC,0.0075689,A AC,24/10/2022 12:47:15.2,0.007514,A AC,Interval,24/10/2022 12:47:15.3
18,0.0075,A AC,24/10/2022 12:47:15.3,0:00:01.0,24/10/2022 12:47:15.9,0.007509,A AC,0.0074938,A AC,24/10/2022 12:47:15.6,0.007486,A AC,Interval,24/10/2022 12:47:16.3
19,0.007517,A AC,24/10/2022 12:47:16.3,0:00:01.0,24/10/2022 12:47:17.0,0.00758,A AC,0.0075577,A AC,24/10/2022 12:47:16.3,0.007517,A AC,Interval,24/10/2022 12:47:17.3
20,0.007591,A AC,24/10/2022 12:47:17.3,0:00:01.0,24/10/2022 12:47:17.9,0.007651,A AC,0.0076234,A AC,24/10/2022 12:47:17.3,0.007591,A AC,Interval,24/10/2022 12:47:18.3
21,0.007582,A AC,24/10/2022 12:47:18.3,0:00:01.0,24/10/2022 12:47:18.3,0.007582,A AC,0.0075379,A AC,24/10/2022 12:47:19.2,0.007501,A AC,Interval,24/10/2022 12:47:19.3
22,0.007499,A AC,24/10/2022 12:47:19.3,0:00:01.0,24/10/2022 12:47:20.2,0.007579,A AC,0.0075239,A AC,24/10/2022 12:47:19.8,0.007491,A AC,Interval,24/10/2022 12:47:20.3
23,0.007593,A AC,24/10/2022 12:47:20.3,0:00:01.0,24/10/2022 12:47:21.3,0.007643,A AC,0.0076133,A AC,24/10/2022 12:47:20.3,0.007593,A AC,Interval,24/10/2022 12:47:21.4
24,0.007655,A AC,24/10/2022 12:47:21.4,0:00:01.0,24/10/2022 12:47:21.6,0.007657,A AC,0.0076326,A AC,24/10/2022 12:47:22.3,0.007576,A AC,Interval,24/10/2022 12:47:22.4
25,0.007564,A AC,24/10/2022 12:47:22.4,0:00:00.9,24/10/2022 12:47:22.4,0.007564,A AC,0.00750666666666667,A AC,24/10/2022 12:47:23.2,0.007458,A AC,Interval,24/10/2022 12:47:23.3
