FLUKE 289,  V1.16,  32940021

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,0.007449,A AC,24/10/2022 13:36:28.9,0:00:00.3,24/10/2022 13:36:29.1,0.007471,A AC,0.00745966666666667,A AC,24/10/2022 13:36:28.9,0.007449,A AC,Interval,24/10/2022 13:36:29.2
2,0.007485,A AC,24/10/2022 13:36:29.2,0:00:01.0,24/10/2022 13:36:29.7,0.007549,A AC,0.0075277,A AC,24/10/2022 13:36:29.2,0.007485,A AC,Interval,24/10/2022 13:36:30.2
3,0.007552,A AC,24/10/2022 13:36:30.2,0:00:01.0,24/10/2022 13:36:30.8,0.007603,A AC,0.0075786,A AC,24/10/2022 13:36:30.2,0.007552,A AC,Interval,24/10/2022 13:36:31.2
4,0.007557,A AC,24/10/2022 13:36:31.2,0:00:00.9,24/10/2022 13:36:31.2,0.007557,A AC,0.00748155555555555,A AC,24/10/2022 13:36:32.0,0.007419,A AC,Interval,24/10/2022 13:36:32.1
5,0.007408,A AC,24/10/2022 13:36:32.1,0:00:01.0,24/10/2022 13:36:33.0,0.007452,A AC,0.0074092,A AC,24/10/2022 13:36:32.5,0.007388,A AC,Interval,24/10/2022 13:36:33.1
6,0.007466,A AC,24/10/2022 13:36:33.1,0:00:01.0,24/10/2022 13:36:34.0,0.007537,A AC,0.0075061,A AC,24/10/2022 13:36:33.1,0.007466,A AC,Interval,24/10/2022 13:36:34.1
7,0.007549,A AC,24/10/2022 13:36:34.1,0:00:01.0,24/10/2022 13:36:34.5,0.007596,A AC,0.0075689,A AC,24/10/2022 13:36:35.0,0.007531,A AC,Interval,24/10/2022 13:36:35.1
8,0.007507,A AC,24/10/2022 13:36:35.1,0:00:01.0,24/10/2022 13:36:35.1,0.007507,A AC,0.007458,A AC,24/10/2022 13:36:36.0,0.007406,A AC,Interval,24/10/2022 13:36:36.1
9,0.007397,A AC,24/10/2022 13:36:36.1,0:00:01.0,24/10/2022 13:36:37.0,0.00748,A AC,0.0074304,A AC,24/10/2022 13:36:36.1,0.007397,A AC,Interval,24/10/2022 13:36:37.1
10,0.007488,A AC,24/10/2022 13:36:37.1,0:00:01.0,24/10/2022 13:36:38.1,0.007577,A AC,0.0075267,A AC,24/10/2022 13:36:37.1,0.007488,A AC,Interval,24/10/2022 13:36:38.2
11,0.007592,A AC,24/10/2022 13:36:38.2,0:00:01.0,24/10/2022 13:36:38.5,0.007602,A AC,0.0075768,A AC,24/10/2022 13:36:39.1,0.007527,A AC,Interval,24/10/2022 13:36:39.2
12,0.007507,A AC,24/10/2022 13:36:39.2,0:00:01.0,24/10/2022 13:36:39.2,0.007507,A AC,0.0074621,A AC,24/10/2022 13:36:39.9,0.007432,A AC,Interval,24/10/2022 13:36:40.2
13,0.007432,A AC,24/10/2022 13:36:40.2,0:00:01.0,24/10/2022 13:36:41.1,0.00753,A AC,0.0074802,A AC,24/10/2022 13:36:40.2,0.007432,A AC,Interval,24/10/2022 13:36:41.2
14,0.007538,A AC,24/10/2022 13:36:41.2,0:00:01.0,24/10/2022 13:36:42.1,0.007578,A AC,0.0075509,A AC,24/10/2022 13:36:41.5,0.007537,A AC,Interval,24/10/2022 13:36:42.2
15,0.007574,A AC,24/10/2022 13:36:42.2,0:00:01.0,24/10/2022 13:36:42.2,0.007574,A AC,0.0075217,A AC,24/10/2022 13:36:43.1,0.007451,A AC,Interval,24/10/2022 13:36:43.2
16,0.007447,A AC,24/10/2022 13:36:43.2,0:00:01.0,24/10/2022 13:36:43.2,0.007447,A AC,0.0074308,A AC,24/10/2022 13:36:43.6,0.00741,A AC,Interval,24/10/2022 13:36:44.2
17,0.007457,A AC,24/10/2022 13:36:44.2,0:00:01.0,24/10/2022 13:36:45.0,0.007563,A AC,0.0075219,A AC,24/10/2022 13:36:44.2,0.007457,A AC,Interval,24/10/2022 13:36:45.2
18,0.007569,A AC,24/10/2022 13:36:45.2,0:00:01.0,24/10/2022 13:36:46.1,0.007645,A AC,0.007612,A AC,24/10/2022 13:36:45.2,0.007569,A AC,Interval,24/10/2022 13:36:46.2
19,0.007638,A AC,24/10/2022 13:36:46.2,0:00:01.0,24/10/2022 13:36:46.2,0.007638,A AC,0.0075682,A AC,24/10/2022 13:36:47.1,0.007507,A AC,Interval,24/10/2022 13:36:47.2
