Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1;21,3;°C;13.05.22 8:49:04,3;0:01:00,4;13.05.22 8:49:04,3;21,3;°C;21,2783950617284;°C;13.05.22 8:49:04,7;21,2;°C;Interval;13.05.22 8:50:04,8
2;21,3;°C;13.05.22 8:50:04,8;0:00:59,7;13.05.22 8:50:04,8;21,3;°C;21,20375;°C;13.05.22 8:50:16,3;21,1;°C;Interval;13.05.22 8:51:04,5
3;21,2;°C;13.05.22 8:51:04,5;0:01:00,1;13.05.22 8:51:04,5;21,2;°C;21,1695652173913;°C;13.05.22 8:51:07,0;21,1;°C;Interval;13.05.22 8:52:04,5
4;21,2;°C;13.05.22 8:52:04,5;0:01:00,0;13.05.22 8:52:50,4;21,3;°C;21,1894409937888;°C;13.05.22 8:52:21,7;21,1;°C;Interval;13.05.22 8:53:04,5
5;21,1;°C;13.05.22 8:53:04,5;0:01:00,1;13.05.22 8:53:05,7;21,2;°C;21,155900621118;°C;13.05.22 8:53:04,5;21,1;°C;Interval;13.05.22 8:54:04,7
6;21,2;°C;13.05.22 8:54:04,7;0:00:59,7;13.05.22 8:54:25,7;21,3;°C;21,2031446540881;°C;13.05.22 8:54:12,5;21,1;°C;Interval;13.05.22 8:55:04,4
7;21,2;°C;13.05.22 8:55:04,4;0:01:00,0;13.05.22 8:55:04,4;21,2;°C;21,125;°C;13.05.22 8:55:44,9;21;°C;Interval;13.05.22 8:56:04,3
8;21;°C;13.05.22 8:56:04,3;0:01:00,1;13.05.22 8:56:08,2;21,2;°C;21,15625;°C;13.05.22 8:56:04,3;21;°C;Interval;13.05.22 8:57:04,5
9;21,2;°C;13.05.22 8:57:04,5;0:01:00,0;13.05.22 8:57:04,5;21,2;°C;21,091875;°C;13.05.22 8:57:41,2;21;°C;Interval;13.05.22 8:58:04,5
10;21;°C;13.05.22 8:58:04,5;0:01:00,0;13.05.22 8:58:39,1;21,2;°C;21,094375;°C;13.05.22 8:58:04,5;21;°C;Interval;13.05.22 8:59:04,5
11;21,1;°C;13.05.22 8:59:04,5;0:01:00,1;13.05.22 8:59:11,3;21,2;°C;21,14875;°C;13.05.22 8:59:04,5;21,1;°C;Interval;13.05.22 9:00:04,6
12;21,2;°C;13.05.22 9:00:04,6;0:00:59,7;13.05.22 9:00:17,1;21,3;°C;21,1987421383648;°C;13.05.22 9:00:56,0;21,1;°C;Interval;13.05.22 9:01:04,4
