FLUKE 289,  V1.16,  32940021

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,0.007624,A AC,24/10/2022 13:24:49.3,0:00:00.2,24/10/2022 13:24:49.4,0.007638,A AC,0.007631,A AC,24/10/2022 13:24:49.3,0.007624,A AC,Interval,24/10/2022 13:24:49.5
2,0.007643,A AC,24/10/2022 13:24:49.5,0:00:01.0,24/10/2022 13:24:49.6,0.007654,A AC,0.0076149,A AC,24/10/2022 13:24:50.4,0.007537,A AC,Interval,24/10/2022 13:24:50.5
3,0.00752,A AC,24/10/2022 13:24:50.5,0:00:01.0,24/10/2022 13:24:50.5,0.00752,A AC,0.0074669,A AC,24/10/2022 13:24:51.2,0.007438,A AC,Interval,24/10/2022 13:24:51.5
4,0.007438,A AC,24/10/2022 13:24:51.5,0:00:01.0,24/10/2022 13:24:52.4,0.007512,A AC,0.0074804,A AC,24/10/2022 13:24:51.5,0.007438,A AC,Interval,24/10/2022 13:24:52.5
5,0.007513,A AC,24/10/2022 13:24:52.5,0:00:01.0,24/10/2022 13:24:53.4,0.007578,A AC,0.0075392,A AC,24/10/2022 13:24:52.5,0.007513,A AC,Interval,24/10/2022 13:24:53.5
6,0.007581,A AC,24/10/2022 13:24:53.5,0:00:00.9,24/10/2022 13:24:53.5,0.007581,A AC,0.00753,A AC,24/10/2022 13:24:54.3,0.007462,A AC,Interval,24/10/2022 13:24:54.4
7,0.007452,A AC,24/10/2022 13:24:54.4,0:00:01.0,24/10/2022 13:24:54.4,0.007452,A AC,0.0074093,A AC,24/10/2022 13:24:55.1,0.007382,A AC,Interval,24/10/2022 13:24:55.4
8,0.007394,A AC,24/10/2022 13:24:55.4,0:00:01.0,24/10/2022 13:24:56.2,0.007498,A AC,0.0074514,A AC,24/10/2022 13:24:55.4,0.007394,A AC,Interval,24/10/2022 13:24:56.4
9,0.007495,A AC,24/10/2022 13:24:56.4,0:00:01.0,24/10/2022 13:24:57.3,0.007569,A AC,0.0075326,A AC,24/10/2022 13:24:56.4,0.007495,A AC,Interval,24/10/2022 13:24:57.4
10,0.007569,A AC,24/10/2022 13:24:57.4,0:00:01.0,24/10/2022 13:24:57.4,0.007569,A AC,0.0075033,A AC,24/10/2022 13:24:58.3,0.007433,A AC,Interval,24/10/2022 13:24:58.4
11,0.007423,A AC,24/10/2022 13:24:58.4,0:00:01.0,24/10/2022 13:24:58.4,0.007423,A AC,0.0074035,A AC,24/10/2022 13:24:58.9,0.00739,A AC,Interval,24/10/2022 13:24:59.4
12,0.007426,A AC,24/10/2022 13:24:59.4,0:00:01.0,24/10/2022 13:25:00.2,0.007511,A AC,0.0074771,A AC,24/10/2022 13:24:59.4,0.007426,A AC,Interval,24/10/2022 13:25:00.4
13,0.007512,A AC,24/10/2022 13:25:00.4,0:00:01.0,24/10/2022 13:25:00.9,0.007561,A AC,0.0075416,A AC,24/10/2022 13:25:00.4,0.007512,A AC,Interval,24/10/2022 13:25:01.4
14,0.007532,A AC,24/10/2022 13:25:01.4,0:00:01.0,24/10/2022 13:25:01.4,0.007532,A AC,0.0074632,A AC,24/10/2022 13:25:02.3,0.007412,A AC,Interval,24/10/2022 13:25:02.4
15,0.007404,A AC,24/10/2022 13:25:02.4,0:00:01.0,24/10/2022 13:25:03.3,0.007445,A AC,0.0074085,A AC,24/10/2022 13:25:02.7,0.007391,A AC,Interval,24/10/2022 13:25:03.4
16,0.007473,A AC,24/10/2022 13:25:03.4,0:00:01.0,24/10/2022 13:25:04.3,0.007539,A AC,0.007508,A AC,24/10/2022 13:25:03.4,0.007473,A AC,Interval,24/10/2022 13:25:04.4
