Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1;20,1;°C;06.04.22 6:20:36,8;0:01:00,4;06.04.22 6:20:36,8;20,1;°C;20,0061728395062;°C;06.04.22 6:20:51,7;19,9;°C;Interval;06.04.22 6:21:37,3
2;19,9;°C;06.04.22 6:21:37,3;0:00:59,7;06.04.22 6:21:39,0;20;°C;19,8825;°C;06.04.22 6:22:18,3;19,8;°C;Interval;06.04.22 6:22:37,0
3;19,8;°C;06.04.22 6:22:37,0;0:01:00,1;06.04.22 6:22:37,0;19,8;°C;19,7633540372671;°C;06.04.22 6:23:06,1;19,6;°C;Interval;06.04.22 6:23:37,1
4;19,8;°C;06.04.22 6:23:37,1;0:01:00,0;06.04.22 6:23:53,9;19,9;°C;19,8391304347826;°C;06.04.22 6:23:37,4;19,7;°C;Interval;06.04.22 6:24:37,1
5;19,9;°C;06.04.22 6:24:37,1;0:00:59,8;06.04.22 6:24:37,1;19,9;°C;19,851875;°C;06.04.22 6:24:40,1;19,8;°C;Interval;06.04.22 6:25:36,8
6;19,8;°C;06.04.22 6:25:36,8;0:01:00,3;06.04.22 6:25:38,0;19,9;°C;19,8124223602484;°C;06.04.22 6:25:52,1;19,7;°C;Interval;06.04.22 6:26:37,2
7;19,8;°C;06.04.22 6:26:37,2;0:00:59,7;06.04.22 6:26:37,2;19,8;°C;19,7503144654088;°C;06.04.22 6:27:33,5;19,6;°C;Interval;06.04.22 6:27:36,9
8;19,7;°C;06.04.22 6:27:36,9;0:01:00,2;06.04.22 6:27:37,3;19,8;°C;19,753125;°C;06.04.22 6:27:36,9;19,7;°C;Interval;06.04.22 6:28:37,0
9;19,7;°C;06.04.22 6:28:37,0;0:01:00,0;06.04.22 6:28:39,9;19,8;°C;19,73125;°C;06.04.22 6:28:37,0;19,7;°C;Interval;06.04.22 6:29:37,1
10;19,7;°C;06.04.22 6:29:37,1;0:01:00,0;06.04.22 6:30:17,6;19,9;°C;19,80875;°C;06.04.22 6:29:37,1;19,7;°C;Interval;06.04.22 6:30:37,0
11;19,9;°C;06.04.22 6:30:37,0;0:01:00,2;06.04.22 6:30:37,0;19,9;°C;19,824375;°C;06.04.22 6:31:29,6;19,7;°C;Interval;06.04.22 6:31:37,2
12;19,7;°C;06.04.22 6:31:37,2;0:00:59,7;06.04.22 6:32:27,9;19,8;°C;19,6654088050314;°C;06.04.22 6:31:44,3;19,6;°C;Interval;06.04.22 6:32:36,9
13;19,8;°C;06.04.22 6:32:36,9;0:01:00,0;06.04.22 6:33:33,2;20;°C;19,851875;°C;06.04.22 6:32:39,5;19,7;°C;Interval;06.04.22 6:33:36,9
14;19,9;°C;06.04.22 6:33:36,9;0:01:00,0;06.04.22 6:33:41,8;20;°C;19,909375;°C;06.04.22 6:34:29,8;19,8;°C;Interval;06.04.22 6:34:36,9
15;19,9;°C;06.04.22 6:34:36,9;0:01:00,1;06.04.22 6:34:39,9;20;°C;19,919375;°C;06.04.22 6:35:30,6;19,8;°C;Interval;06.04.22 6:35:37,0
